Days per month,Minuter per login,Lowest level completed,Customer added,Stories watched,Stories completed,Churn
0,53,5,27,1,0.822315922,0
24,44,4,28,370.6,266.8089421,0
13,104,5,45,761.5,530.5994736,0
16,87,6,45,784,725.4479855,0
25,88,5,42,1156,855.1449578,0
14,49,3,42,361.15,313.2764764,0
12,82,5,42,517.6,367.4691822,0
15,55,6,43,444.4375,370.6234146,0
21,53,5,29,404.4625,302.4807618,1
22,87,4,45,1077.625,747.3358747,0
11,82,5,35,395.625,338.2626875,0
19,41,6,35,341.8125,296.7122438,0
18,36,4,32,260.2,237.0938406,0
11,92,5,38,481.7,390.5605328,0
8,44,4,39,172.6,164.7880048,0
14,91,5,46,733.55,569.2759288,0
17,103,6,46,1007.825,768.956333,0
24,90,6,32,865,663.7399796,0
11,91,5,44,551.55,427.4163663,0
19,79,5,46,864.075,640.6372517,0
11,72,4,42,416.8,323.4440379,0
10,60,5,21,158.5,131.1217962,0
15,40,4,16,121,88.02619317,0
13,38,6,38,235.65,193.6433182,1
15,75,5,37,521.3125,401.599268,0
15,90,5,46,777.25,634.7816084,0
9,90,5,46,466.75,391.3021623,0
20,88,5,39,859,731.168502,0
14,35,4,34,209.25,160.1099722,0
13,72,5,24,281.8,236.2268141,1
16,86,5,39,671.8,530.7965791,0
14,87,5,46,701.35,608.3195987,0
2,89,4,44,98.9,78.32301978,0
3,44,5,3,5.95,5.501640435,0
18,48,6,43,465.4,366.6750365,0
12,81,7,42,511.3,423.1433829,0
13,78,6,41,520.675,424.9158881,0
11,91,4,43,539.0375,387.5438137,0
19,94,4,34,760.05,581.4902138,0
8,92,4,39,359.8,304.2885258,0
24,74,7,37,822.4,622.9754277,0
9,41,6,43,199.3375,166.8328838,0
16,49,5,42,412.6,290.0300664,0
8,32,5,41,132.2,111.940193,0
16,49,5,45,442,361.8144986,0
20,76,5,43,818,622.3090688,0
9,92,3,46,477.1,425.2694551,0
10,70,5,44,386,293.7936715,0
14,40,4,43,302,221.602524,0
13,97,5,46,726.075,554.2137759,0
16,50,5,41,411,347.0819877,0
13,68,6,33,365.65,271.6743891,1
9,84,5,31,293.95,237.9048753,0
21,98,4,40,1030,829.2016951,0
15,72,5,36,487,386.4835096,0
8,91,5,24,219.4,161.4037597,1
14,87,5,26,396.85,300.0157146,0
14,97,4,30,510.25,380.2803543,0
31,78,4,38,1149.55,939.6740004,0
10,43,6,43,232.125,205.67339,0
22,37,6,38,387.65,310.201297,0
18,80,5,27,487,388.5880817,0
20,36,4,34,307,252.6307677,0
20,81,6,30,608.5,523.3327703,0
14,91,5,44,701.7,558.7367996,0
11,89,5,40,490.5,420.031916,0
17,72,5,38,582.4,462.1388705,0
10,60,6,36,271,216.6821799,0
13,81,5,43,566.9875,501.7678917,0
11,80,8,28,309,264.0917584,1
16,86,5,21,362.2,263.57135,0
11,81,4,45,502.1875,408.8610889,0
23,42,4,44,532.3,408.8694783,0
16,83,4,38,631.8,574.5269092,0
29,85,4,45,1387.5625,1179.336533,0
13,81,5,42,553.825,446.4540116,0
14,84,4,45,662.5,496.6581522,0
17,4,4,32,28.2,22.18057021,0
12,86,5,41,529.9,413.680472,0
12,92,5,44,608.2,436.9324721,0
10,49,5,36,221.5,185.9331347,0
13,90,7,39,571.375,454.6286662,1
11,45,6,42,260.875,220.7220163,0
22,54,6,45,669.25,514.7568639,0
15,77,6,37,535.1875,439.4209407,0
7,89,6,43,335.8625,274.1648335,0
10,95,5,42,499.75,375.9403273,0
22,85,5,39,912.625,691.963131,0
13,86,5,43,601.925,515.1576078,0
15,50,4,17,160.375,129.6416091,0
10,78,3,34,332.5,288.2960831,0
4,86,5,38,164.4,121.7328388,1
23,39,6,39,438.2875,321.9595487,1
13,88,5,24,344.2,254.3553164,0
29,95,6,19,655.3125,509.7310119,0
14,94,5,29,478.05,378.9116433,1
14,91,5,32,510.6,414.0000374,0
15,43,3,44,355.75,283.2346481,0
14,49,6,37,318.275,235.5514532,0
17,99,6,11,232.4125,189.1064245,0
19,71,4,32,540.6,422.3720963,0
22,42,5,45,520.75,424.0017017,0
11,47,5,40,259.5,226.4741835,0
16,75,7,46,691,555.5687673,0
14,94,6,41,675.45,526.4222774,0
15,89,4,39,651.8125,552.0868429,0
15,39,4,35,256.9375,213.3732236,0
28,32,6,41,460.2,364.5736819,0
28,71,5,36,895.6,775.8352979,0
12,48,6,32,231.4,175.2820669,1
16,39,5,40,313,267.0849669,0
15,45,7,22,186.625,137.9203653,0
12,56,6,33,278.2,227.180211,0
28,45,5,43,678.25,498.9011064,0
30,93,4,34,1186.75,1052.802204,0
11,84,5,46,532.3,419.7709585,0
24,91,6,40,1093,879.4640724,0
20,70,5,44,771,666.3624266,0
21,42,4,40,442,342.8021859,0
7,95,4,45,375.0625,272.1734083,0
15,78,5,38,556.75,439.9031592,0
12,74,4,41,456.1,360.2821662,1
16,57,3,32,365.8,262.065672,0
18,102,5,46,1056.7,941.4212436,0
11,84,5,46,532.3,439.0921088,0
7,93,4,17,139.3375,116.4381264,0
19,91,4,33,714.2125,558.9452497,0
9,73,4,46,378.775,307.1429938,0
1,84,5,25,27.25,20.83887903,0
29,38,5,40,552,453.2297459,1
12,73,5,42,460.9,367.4504977,0
18,48,6,44,476.2,356.1343728,0
17,84,4,43,768.55,663.3408905,0
13,86,4,34,476.15,380.6168714,0
14,6,4,29,31.45,24.39062129,1
18,92,5,32,663.4,553.779289,0
13,74,5,38,457.95,348.9660733,1
12,65,5,46,449.5,338.278196,1
14,80,6,40,561,438.3593388,0
25,77,6,44,1059.75,911.8675998,0
11,97,5,15,201.0625,154.3848028,0
26,87,7,17,481.675,364.0783708,0
31,74,5,40,1148,957.6933863,0
12,45,6,41,277.75,206.1931013,0
16,100,6,44,881,693.1046191,0
12,47,4,46,325.3,253.2352904,0
14,48,5,36,303.4,222.6537541,0
31,75,5,31,901.9375,742.0656284,0
15,104,5,45,878.5,620.0605419,0
8,67,4,41,275.7,221.337813,0
12,81,4,41,499.15,446.8754227,1
12,77,7,46,532.3,447.9597091,0
20,66,4,13,215.5,182.1373776,0
11,47,6,46,298.275,233.043727,0
11,79,7,31,337.7375,278.4908081,1
19,8,5,36,69.4,56.37094597,0
14,87,5,23,351.175,256.3691949,1
21,35,6,36,331.75,272.8321913,0
14,76,6,46,612.8,479.5812775,0
31,93,6,46,1658.725,1481.809076,0
12,12,6,41,74.8,59.16205403,0
31,78,7,44,1330.9,1131.043972,1
10,41,5,41,211.125,186.6303383,0
18,83,6,40,748,631.2462599,0
21,88,6,45,1040.5,865.8730111,0
7,44,5,3,12.55,9.469427927,0
12,71,5,1,11.65,9.606134343,0
16,87,4,38,662.2,462.5601837,0
22,90,5,43,1065.25,844.4154704,0
31,39,5,41,620.6125,510.9123234,0
13,41,4,44,294.15,220.8688089,0
16,91,5,8,146.6,119.9800642,0
6,49,4,25,92.875,79.24182555,0
19,76,5,46,831.3,593.215818,0
14,93,4,33,538.075,450.2113036,0
26,38,6,38,470.3,389.6707519,0
15,45,5,43,363.8125,301.2662457,0
7,53,5,41,191.1375,156.3456204,0
17,86,5,41,750.275,528.5804104,0
13,85,6,32,443,311.0024212,1
8,46,5,30,139,99.09909252,0
14,88,5,41,632.4,570.3777698,0
12,44,5,44,291.4,241.4314413,0
11,51,6,36,253.45,199.2421716,0
11,49,7,25,169.4375,135.7281851,0
13,96,7,32,500.2,372.6445428,0
29,62,5,45,1012.375,854.3231842,0
11,72,5,42,416.8,311.7783392,0
13,97,4,46,726.075,550.1364426,0
9,92,4,24,249.4,204.6005253,0
14,79,6,36,498.7,372.8756062,0
9,72,4,44,357.4,242.2010327,0
12,100,4,44,661,529.3222081,0
13,87,2,32,453.4,340.3152468,0
15,71,6,43,573.4375,469.6205562,0
8,75,2,44,331,272.7540198,0
22,84,5,38,878.8,691.3675889,0
19,39,5,36,334.45,277.0931119,0
25,36,4,29,327.25,280.175594,1
23,12,5,23,80.35,64.44585323,0
25,43,6,34,457.875,367.6412169,0
24,43,5,42,542.8,451.3522917,0
12,92,5,40,553,469.8500242,0
17,35,5,43,320.8125,214.296088,0
17,76,4,36,582.4,483.317096,0
21,93,7,45,1099.5625,855.7840731,0
16,76,4,44,669.8,548.7077889,0
4,33,5,16,27.4,24.23170418,0
19,11,5,46,121.175,95.41330504,0
14,8,3,46,65.4,55.46417198,0
15,86,5,23,371.875,305.2865888,0
25,76,6,35,832.25,670.8397132,0
19,50,4,45,535.375,472.7101081,0
16,92,6,33,608.2,503.0182101,0
21,37,7,33,321.5125,269.262105,1
13,54,2,42,369.55,275.5547664,0
18,85,6,22,421.75,309.7518963,0
13,85,5,32,443,361.9864862,0
21,79,5,42,871.975,739.9840445,1
16,39,5,45,352,283.8456811,0
16,45,7,32,289,245.7548893,1
11,82,5,0,1,0.898190165,0
12,75,6,0,1,0.769995328,0
12,47,4,25,177.25,143.3108147,0
19,92,4,42,918.7,707.6616208,0
18,51,5,46,528.85,432.6829378,0
19,86,4,22,450.35,335.2680793,0
31,89,4,26,897.675,724.0509187,0
13,90,6,38,556.75,430.7132039,0
8,85,5,24,205,162.420491,0
11,88,4,21,255.1,200.6447546,0
15,40,5,46,346,269.3650063,0
23,76,5,22,481.7,394.3746347,0
13,63,6,45,461.6875,370.597499,0
11,36,5,40,199,162.1964084,0
10,65,6,28,228.5,204.2062333,0
8,90,5,46,415,339.408928,0
15,76,5,44,628,478.1838646,1
13,83,7,42,567.475,419.5250636,1
18,93,6,29,607.825,521.7784032,1
6,45,5,45,152.875,126.059091,0
19,45,5,34,364.375,322.3870051,0
14,82,4,40,575,427.8646513,0
28,99,3,38,1317.7,1127.043053,0
12,9,6,22,30.7,22.79279451,0
16,39,5,42,328.6,254.1833719,0
14,81,6,37,525.475,432.3335686,0
22,36,7,17,169.3,139.5945061,0
16,35,6,46,323,283.5629617,0
20,78,5,43,839.5,619.3236651,0
26,90,4,41,1200.25,1088.347161,0
8,40,4,16,65,60.4499115,0
15,94,8,41,723.625,633.2614678,0
16,84,6,39,656.2,530.6055727,0
11,39,6,33,177.9625,133.2484904,0
27,92,7,40,1243,899.946556,0
22,50,4,40,551,481.0601845,0
25,45,6,36,507.25,411.1645763,1
21,71,3,34,634.675,458.9233408,0
17,83,6,44,777.05,602.4791856,0
14,37,4,31,201.725,162.23368,0
16,82,5,42,689.8,585.4899653,0
20,78,4,37,722.5,589.2932629,0
11,47,5,38,246.575,195.6920054,1
13,86,5,33,462.175,392.5044655,0
17,80,7,46,783,635.9363152,0
16,45,5,31,280,213.651662,0
16,89,6,44,784.2,679.3763725,0
14,90,4,30,473.5,414.9797206,0
14,72,4,35,442,323.2861736,0
10,94,6,44,518,410.5533398,0
13,79,7,39,501.6625,398.8281718,1
15,35,6,27,178.1875,136.208099,0
31,44,6,44,751.2,621.2263471,0
16,34,6,29,198.2,151.889149,0
25,91,5,8,228.5,186.1346861,1
17,79,5,45,756.4375,595.3272946,0
14,50,3,21,184.75,135.5916261,0
13,80,5,46,599,491.2150946,1
20,66,4,36,595,469.3761116,0
14,75,5,35,460.375,381.6061193,0
14,86,5,44,663.2,526.4320402,0
11,97,5,38,507.825,372.5671124,0
17,85,5,18,326.125,255.7379551,0
10,83,5,34,353.75,276.3646889,0
27,83,6,41,1149.5125,899.3653147,0
15,38,4,46,328.75,290.0842825,0
29,87,5,44,1388.65,1210.844056,0
19,52,5,27,334.45,252.9234814,0
31,95,7,43,1583.9375,1166.047169,0
17,10,5,40,86,73.59185442,0
12,76,6,44,502.6,398.0715311,0
17,50,5,33,351.625,263.5509184,0
22,91,4,45,1127.125,976.1806166,0
16,70,5,40,561,450.121884,0
9,45,3,46,233.875,199.3027628,0
19,92,5,38,831.3,601.9717711,0
18,76,6,44,753.4,582.0388659,0
31,86,6,41,1367.325,1080.532908,0
16,43,6,37,319.2,240.138356,0
23,44,5,45,570.25,462.2522323,0
18,80,5,43,775,581.5117237,0
10,74,6,44,408,337.5101106,1
21,88,6,42,971.2,837.5338843,0
17,105,6,40,893.5,722.9248554,0
13,75,6,0,1,0.70915586,1
25,45,5,34,479.125,381.6199978,0
17,73,4,39,605.9875,469.1478048,0
10,78,5,39,381.25,294.6099657,0
19,99,5,27,635.8375,514.7483769,0
22,103,4,35,992.375,823.5928288,0
9,65,5,42,308.125,253.1101344,0
25,77,5,18,434.125,342.3499821,0
14,45,4,36,284.5,212.8127888,0
23,31,5,40,357.5,298.0653827,0
13,94,3,46,703.65,532.2398904,0
11,43,4,41,243.4125,207.1934853,1
13,44,4,44,315.6,224.568043,1
16,102,4,46,939.4,684.0671726,0
29,86,6,37,1154.475,946.8326764,0
17,75,5,15,240.0625,213.3142904,0
11,72,4,35,347.5,275.6398405,1
21,39,5,39,400.2625,299.0715309,0
16,83,5,37,615.2,475.5271587,0
30,90,6,33,1114.75,791.293917,0
16,36,4,37,267.4,212.0079995,0
1,48,5,2,2.2,1.848698211,1
24,84,6,30,757,620.6837404,0
13,102,6,37,614.275,526.4874587,1
17,91,4,46,890.525,725.3895718,0
22,44,5,43,521.3,439.5934524,0
9,56,5,36,227.8,175.6048599,1
12,38,4,43,246.1,190.8003747,0
12,50,5,42,316,259.0125722,0
11,42,6,42,243.55,197.4455264,1
9,42,4,28,133.3,114.8015057,0
15,41,4,44,339.25,265.7978681,0
13,95,5,42,649.375,482.4037161,1
12,75,4,44,496,410.6130654,0
17,52,4,38,420.9,331.0724188,0
30,87,5,41,1338.625,1008.427647,0
15,36,6,40,271,233.0718596,0
11,57,5,41,322.3375,231.8516448,1
8,87,6,33,288.1,224.6991584,1
14,11,5,46,89.55,74.34721442,0
15,11,5,28,58.75,48.66378255,0
11,37,5,43,219.7625,172.5520426,0
19,34,6,46,372.45,285.1783361,0
15,74,5,41,569.875,517.7188287,0
16,52,4,45,469,353.5943877,0
18,49,6,39,430.975,322.0819179,0
9,7,6,18,15.175,13.79555373,1
15,77,4,46,665.125,545.0008327,0
6,81,5,15,92.125,76.68566305,0
14,83,8,30,436.75,335.8030311,1
14,74,5,45,583.75,452.5194948,1
26,40,6,45,586,451.7578916,0
20,77,3,42,809.5,701.9512004,0
10,33,6,24,100,91.91312143,1
20,85,6,29,617.25,498.4668651,0
17,58,4,21,259.825,198.3420112,0
4,88,5,45,199,154.8110401,0
13,35,3,45,256.9375,210.5793527,0
20,79,4,30,593.5,467.7711905,0
17,81,3,38,655.075,497.1124809,0
19,47,6,44,492.15,403.4547506,0
18,75,7,39,659.125,531.2007185,1
29,95,6,37,1275.1875,1021.80864,0
12,87,5,44,575.2,413.7180016,1
17,77,4,31,508.2375,425.7186362,0
13,90,6,44,644.5,556.996356,0
11,92,5,38,481.7,357.1265736,0
8,44,5,33,146.2,111.48963,1
24,84,5,45,1135,981.2234197,0
16,86,4,9,155.8,135.0169912,0
14,88,6,35,540,390.2326001,0
12,49,5,45,331.75,262.1672056,0
31,35,5,32,435,347.3172798,0
28,93,5,46,1498.3,1173.243915,0
19,40,4,37,352.5,291.1194052,0
6,86,4,44,284.8,241.0182893,0
12,90,5,27,365.5,284.7255173,0
8,77,6,25,193.5,159.4631445,0
26,94,6,28,856.4,711.9443702,0
5,92,5,44,254,194.438039,0
14,72,6,45,568,447.8900476,0
14,83,5,43,625.575,511.6027272,0
20,96,7,41,985,833.320803,0
12,47,4,43,304.15,241.9361892,0
10,42,5,44,232,187.4572326,1
12,44,5,30,199,154.9405072,0
10,83,4,46,478.25,414.1572652,0
12,91,5,44,601.6,472.8877021,0
18,85,4,42,804.25,696.7218489,0
11,49,5,31,209.8625,179.1308486,0
31,83,7,44,1416.15,1015.595695,1
12,64,5,46,442.6,351.899511,0
10,80,6,42,421,295.1745852,0
10,93,5,45,524.125,456.1122204,0
14,91,6,41,653.925,523.5269042,0
18,74,5,37,617.05,483.6559549,0
13,80,6,30,391,289.5582597,0
18,96,4,38,821.8,644.2873721,0
20,42,6,42,442,384.7610521,1
21,41,4,42,453.025,320.3930596,0
16,80,3,27,433,343.2523413,0
8,79,3,46,364.4,332.2043085,0
26,76,4,14,346.8,278.0197056,0
22,53,6,46,671.45,563.5329961,0
6,84,6,38,240.4,168.6969539,0
23,85,4,44,1076.25,826.6813868,0
17,34,6,37,268.325,199.0315788,1
13,12,4,37,73.15,53.94277002,0
17,93,4,45,890.3125,668.3749499,0
15,83,4,37,576.8125,480.7077545,0
12,100,7,37,556,438.7182657,0
13,65,5,43,455.1875,365.6065061,0
13,103,4,46,770.925,589.4118381,0
14,90,7,14,221.5,163.0915411,0
0,38,5,29,1,0.778391036,1
9,45,5,38,193.375,165.8640771,0
9,37,6,33,138.3625,107.8159158,0
14,82,4,37,531.95,418.3828212,0
18,32,5,31,224.2,188.7252525,0
16,81,7,45,730,554.8413847,0
24,79,5,39,925.3,772.7768351,0
17,79,6,46,773.225,654.1759764,0
12,42,5,16,101.8,76.14472721,0
15,69,5,26,337.375,264.4141818,0
28,72,4,42,1059.4,849.3641311,0
14,87,4,44,670.9,482.2494557,0
12,78,4,12,141.4,110.7438412,0
19,80,4,45,856,802.7521321,0
14,55,6,39,376.375,296.2940925,0
30,84,5,35,1103.5,919.1683766,0
14,44,6,36,278.2,221.0429926,0
25,88,5,44,1211,1002.178807,0
16,39,4,43,336.4,271.7600723,0
14,80,6,43,603,514.5796565,0
11,42,6,39,226.225,190.4966015,0
10,80,6,18,181,134.1449516,0
14,72,7,36,454.6,372.0070727,1
19,90,4,27,578.125,476.8462162,0
12,56,7,46,387.4,293.0657163,0
22,71,6,39,762.475,637.7218828,0
21,87,6,42,960.175,708.8002955,0
11,74,4,46,469.05,375.4631248,0
13,86,4,43,601.925,478.9495935,0
15,114,5,40,856,679.2256802,0
19,77,4,45,823.9375,644.0762281,0
19,84,5,32,639.4,528.3026495,0
13,79,6,46,591.525,466.3512789,0
13,69,6,35,393.4375,298.3207161,1
9,98,6,37,408.925,325.2926434,0
10,73,4,42,384.25,318.3665321,0
18,53,5,36,430.3,335.6053873,0
14,91,5,45,717.625,585.0948764,0
12,78,4,40,469,371.6244102,0
17,99,5,42,884.575,694.1238136,0
8,84,4,44,370.6,289.2508984,0
12,79,7,40,475,351.1893273,1
7,72,5,16,101.8,86.84128791,0
23,74,5,45,958.375,810.3898788,0
18,81,7,43,784.675,523.116402,0
11,77,7,39,413.9125,347.8497599,0
19,94,5,40,894,798.409812,0
29,82,7,44,1308.9,974.9344565,1
15,88,4,43,710.5,576.2431866,0
19,91,5,39,843.8875,663.6342197,0
17,38,5,41,332.075,261.344987,0
19,95,5,30,677.875,527.567656,1
31,78,3,38,1149.55,920.2311294,0
11,77,5,22,233.925,182.5334057,0
10,80,6,45,451,360.1997338,0
12,82,6,38,468.4,358.9760262,0
7,35,5,19,59.1875,49.95601345,1
0,77,5,46,1,0.845442468,1
7,43,4,28,106.35,84.35988378,0
13,33,5,36,194.05,148.210936,0
10,99,6,44,545.5,464.0335179,0
11,73,6,38,382.425,277.2433377,0
16,88,5,29,511.4,435.7294876,0
23,83,5,37,883.9125,629.2474343,0
12,95,5,45,642.25,528.7675262,0
14,87,6,38,579.55,397.8499552,1
13,98,4,41,653.925,514.8714393,0
17,91,3,34,658.475,531.1819603,0
17,89,5,41,776.4125,609.6067277,0
16,47,3,41,386.4,307.791188,0
20,48,6,43,517,469.3122179,0
14,89,6,46,717.45,590.7300911,0
27,74,4,19,475.525,399.3649909,0
19,77,3,6,110.725,83.77999698,0
1,80,4,39,40,30.60913245,1
20,82,4,44,903,714.5930908,0
17,70,5,44,655.5,505.6313993,0
9,28,5,27,86.05,72.22605662,1
21,91,5,43,1028.1625,843.5366669,0
21,70,5,42,772.75,550.5943007,0
27,55,5,39,724.9375,618.1979275,0
12,70,5,40,421,323.0008001,0
19,80,4,45,856,732.7941048,0
10,69,6,43,371.875,290.7120166,0
14,61,4,26,278.55,215.9389143,0
17,80,7,44,749,585.0204153,0
18,72,6,39,632.8,487.9347293,1
13,82,3,44,587.3,466.2936887,0
13,96,6,38,593.8,472.6929516,1
21,36,6,46,435.7,383.6319601,1
12,40,5,23,139,106.1674671,1
18,63,5,42,596.35,491.4784596,0
14,72,6,36,454.6,368.3253605,0
17,34,5,42,304.45,246.5777922,0
13,81,4,38,501.175,411.3869908,0
18,40,4,32,289,249.3771723,0
16,40,6,39,313,257.5989165,1
11,51,5,0,1,0.842761093,0
14,70,5,43,527.75,390.2995932,0
24,44,5,44,581.8,461.249566,0
16,72,5,25,361,286.5641125,0
28,47,5,44,724.8,605.1693296,1
31,79,5,41,1256.1125,939.4641718,0
12,88,6,30,397,311.986756,0
16,35,5,25,176,133.0263741,0
31,77,5,45,1343.6875,1110.764351,0
13,85,7,32,443,348.7925531,0
10,81,5,42,426.25,327.2070994,0
12,38,5,37,211.9,163.4134269,0
13,51,6,33,274.4875,227.7473675,1
14,41,5,31,223.425,186.4549244,0
16,42,4,39,328.6,264.5818497,1
10,85,5,44,468.5,382.2933916,0
9,71,5,44,352.45,286.7671655,0
19,99,5,25,588.8125,463.3585636,0
18,51,5,46,528.85,397.1112031,1
8,85,5,29,247.5,163.5556157,0
28,89,4,22,686.3,572.4626573,0
17,98,5,41,854.825,667.2679302,1
10,72,5,24,217,190.3128629,0
4,53,4,43,114.95,88.04957637,0
14,80,6,43,603,445.7111574,0
16,45,6,45,406,334.3387398,0
12,82,4,46,566.8,425.3411084,0
18,84,5,43,813.7,623.4623655,0
12,88,7,38,502.6,428.2959635,0
28,44,5,42,647.8,520.965337,0
15,88,4,45,743.5,584.1107424,0
15,76,7,45,642.25,476.547971,0
13,72,6,42,492.4,366.4610149,0
9,84,5,43,407.35,345.8964624,0
13,77,5,38,476.475,345.8119222,0
12,5,7,46,35.5,29.71358286,1
23,79,5,23,523.3875,412.8632716,0
26,75,6,38,927.25,730.9394083,0
16,89,5,35,624,491.4190266,0
30,82,6,41,1261.75,983.3803632,1
3,39,5,45,66.8125,50.59149488,0
12,78,6,26,305.2,233.5915622,0
13,75,5,26,317.875,247.3626129,0
8,81,6,42,341.2,265.6742457,1
6,42,7,43,136.45,105.7672846,0
11,57,6,0,1,0.792157505,0
16,85,5,43,732,623.8892328,0
10,88,5,43,474,391.765346,0
13,93,6,42,635.725,482.7142286,0
19,84,7,45,898.75,663.7342061,0
11,38,5,37,194.325,153.4462224,0
17,40,4,46,392,313.9494922,0
8,97,5,42,408.4,329.2383455,0
7,86,5,39,294.475,203.5628579,0
17,78,6,34,564.55,490.0871819,0
23,80,5,44,1013,803.8173195,0
17,69,4,44,646.15,546.786678,0
20,37,5,40,371,302.0806017,0
24,88,7,44,1162.6,845.1328224,0
27,5,5,41,70.1875,55.31256978,0
27,87,6,41,1204.8625,986.1293457,0
10,85,4,22,234.75,181.6370804,0
14,37,9,14,91.65,76.46319136,1
13,36,3,38,223.3,198.5503809,1
17,99,4,42,884.575,691.7101563,0
1,76,5,46,44.7,35.28065651,1
13,77,4,46,576.575,431.9870668,0
12,78,5,43,504.1,433.7960269,0
11,10,7,46,64.25,51.22326116,1
8,52,8,45,235,178.8106659,1
9,79,7,22,196.525,173.8371143,0
14,32,6,43,241.8,176.0701883,1
20,34,5,42,358,271.1354291,0
13,78,4,45,571.375,465.7205731,0
28,76,4,39,1038.4,857.6379714,0
14,94,5,20,330,280.2711621,0
17,97,3,45,928.5625,636.3664063,0
0,42,6,31,1,0.765023693,0
24,84,6,0,1,0.845198926,0
12,86,6,11,142.9,107.1237803,0
8,46,6,37,171.2,143.3384286,0
22,90,5,46,1139.5,910.247798,0
11,45,4,46,285.625,231.1044714,0
12,81,4,37,450.55,352.9586646,0
11,86,6,43,509.475,413.0996898,0
25,68,5,39,829.75,612.5977421,0
17,80,7,38,647,501.4306285,0
13,85,4,44,608.75,512.7589498,0
27,83,4,40,1121.5,897.2418084,0
14,93,5,45,733.375,596.6489554,0
21,46,2,33,399.475,297.0349911,0
21,36,4,43,407.35,342.0598837,0
12,78,0,43,504.1,391.1043317,0
18,43,5,41,397.675,306.2535287,0
23,41,4,4,48.15,36.66937458,1
22,47,4,42,543.85,426.1599731,0
12,82,3,35,431.5,349.8701123,0
16,83,5,34,565.4,461.2608092,0
20,80,5,43,861,699.1763232,0
11,101,5,43,598.1625,499.8584479,0
9,86,5,23,223.525,164.9466213,0
11,89,5,40,490.5,391.4007573,0
15,97,6,21,382.9375,293.7833196,0
13,86,6,39,546.025,399.4366622,0
18,96,5,26,562.6,462.4039228,1
1,85,6,39,42.4375,33.11402035,1
12,84,4,36,454.6,374.1628248,0
15,47,3,46,406.375,341.1122702,0
20,82,5,42,862,640.4537985,0
13,96,5,46,718.6,576.6414427,0
18,43,7,39,378.325,300.7732463,0
12,99,6,43,639.55,475.4810106,1
27,88,6,38,1129.6,942.7386164,1
10,59,4,26,192.75,155.2881614,0
14,95,4,39,649.375,489.8788026,0
12,88,3,32,423.4,354.4579997,0
15,82,4,34,523.75,404.6910493,0
1,53,6,35,24.1875,19.61901529,1
14,79,4,45,623.125,496.7332869,0
2,79,5,44,87.9,80.16008194,0
22,88,4,43,1041.6,917.8729364,0
15,104,4,24,469,379.831319,0
10,95,6,45,535.375,452.9972378,0
11,89,3,44,539.45,431.5693775,0
11,88,5,29,351.9,293.1900592,0
11,35,4,34,164.625,127.9127845,0
18,52,4,44,515.8,394.4799518,0
17,39,5,44,365.65,297.3019544,0
11,76,5,45,471.25,360.2984363,0
12,76,4,15,172,147.7511211,0
15,44,5,22,182.5,137.0514427,0
24,87,4,45,1175.5,927.8617928,0
18,89,4,42,842.05,635.9003931,0
5,79,4,39,193.5625,155.8855766,0
16,94,4,42,790.6,573.7441114,0
15,39,4,28,205.75,170.4734747,0
21,93,3,44,1075.15,802.9178624,0
10,75,6,28,263.5,196.7229186,1
19,53,3,44,554.85,424.1604712,1
31,46,5,19,339.675,297.6935758,0
21,96,5,43,1084.6,788.0819034,0
16,77,5,37,570.8,436.5578815,0
2,93,6,43,100.975,87.30801941,0
27,12,5,44,179.2,139.9242307,0
12,83,5,40,499,402.1533085,0
0,45,6,44,1,0.79702552,1
18,92,4,44,911.8,664.7846311,0
16,68,4,37,504.2,406.0904694,0
15,91,4,42,717.625,587.6763161,0
27,74,4,32,800.2,565.1832518,1
20,85,4,30,638.5,492.4858124,0
18,41,4,44,406.9,313.0552264,0
12,86,6,6,78.4,63.01096385,0
18,45,5,42,426.25,346.2586278,0
18,44,6,44,436.6,322.2990827,0
30,51,5,42,804.25,609.382092,0
10,6,5,45,34.75,28.76695425,1
19,45,6,14,150.625,114.3126415,0
7,89,3,42,328.075,247.733306,0
9,2,5,42,10.45,7.174321556,0
29,92,5,31,1034.85,878.2292418,0
22,92,7,46,1164.8,939.4926017,0
25,76,3,22,523.5,466.788441,0
11,40,5,41,226.5,179.1038386,0
10,82,6,37,380.25,325.6946217,0
27,36,5,20,244,196.1370502,0
17,89,4,37,700.7625,486.568001,0
16,37,5,46,341.4,270.6914698,0
15,36,5,41,277.75,221.5099584,0
24,87,3,30,784,592.3617235,0
16,88,6,41,722.6,566.2143331,0
22,48,4,40,529,416.8821045,0
12,80,5,46,553,468.1421043,0
15,80,5,36,541,433.7712454,0
16,100,6,29,581,429.0905536,1
23,89,6,39,998.9125,715.4301458,0
25,80,7,39,976,891.196855,0
17,83,6,35,618.3125,509.7175292,1
11,42,5,45,260.875,203.1510173,0
19,78,6,28,519.7,347.1005761,0
14,85,5,10,149.75,128.9792535,0
13,71,5,42,485.575,364.3552635,0
31,86,4,12,400.9,318.7108447,0
13,76,6,37,457.95,387.9281047,1
16,47,6,33,311.2,262.6806029,1
25,36,4,41,462.25,382.0181246,0
11,46,6,45,285.625,229.2750235,0
21,90,3,25,591.625,442.6316779,0
18,86,6,45,871.75,736.767186,0
26,57,6,43,797.575,687.4565255,1
10,105,7,6,79.75,67.94038082,0
